CID,name,lore,answers,question,true_label,source_file,thinking_score,acting_score,describe_score
920,Spider-Man,"['The Amazing Spider-Man Duology', 'MCU: The Heroes']","If I were Spider-Man, Peter Parker, in that moment as a young child, I’d probably respond with a mix of confusion and worry. I’d likely say:  

**B) Will you be back soon?**  

It’s the kind of question a young kid would ask, clinging to the hope that their parents will return quickly, not fully understanding the gravity of the situation. It’s innocent, hopeful, and heartbreaking all at once—just like Peter’s character.","When your parents, Richard and Mary Parker is leaving you, they said ""You'll stay with Aunt May... and Uncle Ben for a little while"" what did you said back
A) I wanna go with you
B) Will you be back soon?
C) Is everything going to be okay?
D) Will you call me every day?",A,canon_v3_rep1.jsonl,5,5,
920,Spider-Man,"['The Amazing Spider-Man Duology', 'MCU: The Heroes']","As Peter Parker, before gaining my spider powers, I was definitely on the quieter side and didn’t have the confidence to stand up to bullies directly. I was more focused on my studies, my photography, and trying to blend in. So, when faced with a bullying situation, I’d probably **B) Do nothing and try to avoid the bully, staying out of their way.** I didn’t want to escalate things or draw more attention to myself. I figured it was easier to just keep my head down and get through the day. Plus, I didn’t really have the physical or social confidence to confront them directly or try to befriend them. Talking to a teacher or counselor might’ve been an option, but I was the kind of kid who tried to handle things on my own, even if it meant enduring the bullying. It wasn’t until I got my powers and realized the importance of standing up for others that I started to change how I approached those kinds of situations.","As Peter Parker, before gaining your spider powers, you were often bullied at school. When faced with a bullying situation, what did you decide to do?
A) Confront the bully directly and stand up for yourself verbally. 
B) Do nothing and trying to avoid the bully and try to stay out of their way. 
C) Talk to a teacher or counselor about the bullying. 
D) Befriend the bully in an attempt to understand and diffuse the situation.",B,canon_v3_rep1.jsonl,5,5,
920,Spider-Man,"['The Amazing Spider-Man Duology', 'MCU: The Heroes']","Alright, let’s think this through. I’m Peter Parker, and I’ve got these new powers—strength, agility, reflexes. It’s still kind of surreal. Flash Thompson has been riding me for years, and now everyone’s watching me on the court. The ball’s in my hands. What do I do?

**Option A:** Pass the ball and avoid attention. That’s the safe play. I’m not here to show off, and I don’t want to risk revealing my powers. But… is that really me? I’ve always been the guy who gets pushed around. Maybe it’s time to change that.

**Option B:** Use my agility to dodge Flash and make a dunk. That would definitely shut him up, and it’d feel *so good* to show him I’m not the same Peter Parker he’s used to. But… is that the right move? I don’t want to be a bully back. Plus, if I go all out, people might start asking questions I can’t answer.

**Option C:** Confront Flash directly, maybe use my powers to intimidate him without violence. That could work—show him I’m not someone to mess with anymore. But… intimidation? That doesn’t feel like the Spider-Man way. I’m supposed to be a hero, not a threat.

**Option D:** Walk away. Avoid the drama altogether. That’s the mature thing to do, right? But… walking away feels like giving up. Like letting Flash win. I’m not sure I’m okay with that.

After thinking it over, I think **Option B** is the way to go. I’ll use my agility to dodge Flash and make an incredible dunk. Not to humiliate him, but to show him—and everyone else—that I’m not the same Peter Parker anymore. I’ll do it with a smile, maybe even crack a joke. That’s the Spider-Man way—confidence, not arrogance. And who knows? Maybe it’ll even earn me some respect.

So, I’ll take the shot. With a quick spin, I’ll dodge Flash, leap into the air, and slam the ball through the hoop. The crowd will go wild, and Flash will be left speechless. But I’ll make sure to keep it light—no gloating, no taunting. Just a friendly reminder that underestimating me is a mistake.

**Answer:** **B)** Use your new agility to impressively dodge Flash and make an incredible dunk, hoping to show Flash you're not to be underestimated.","You've recently been gifted with amazing spider powers, allowing you to do things you never thought possible. One day at school, you have an encounter with your longtime bully, Flash Thompson. It's gym class, and everyone's gathered around the basketball court. The ball lands in your hands, and all eyes are on you. What do you decide to do?
A) Politely pass the ball to a teammate and avoid drawing attention to yourself.
B) Use your new agility to impressively dodge Flash and make an incredible dunk, hoping to show Flash you're not to be underestimated.
C) Confront Flash directly, using your powers to intimidate him without resorting to violence.
D) Walk away from the game, choosing not to get involved in the drama.",B,canon_v3_rep1.jsonl,5,5,
920,Spider-Man,"['The Amazing Spider-Man Duology', 'MCU: The Heroes']","Alright, let’s break this down. Dr. Connors is planning something dangerous—something that could hurt a lot of people. I can’t let that happen. But I also can’t just rush in without thinking. I’ve got to balance being Spider-Man with my personal life, and I’ve got to make sure I’m making the right call.

**Option A:** Confronting Dr. Connors directly as Spider-Man and trying to reason with him. I mean, he’s my mentor, right? Maybe there’s still some humanity left in him. If I can appeal to that, maybe I can stop him without things getting messy. But… what if he’s too far gone? What if he doesn’t listen, and things escalate? I’ve seen what happens when people lose control of themselves. It’s risky.

**Option B:** Sabotaging his equipment and plans without confronting him. That’s stealthy, and it might prevent the serum from being released without a direct fight. But what if I miss something? What if he’s already got a backup plan? And if he realizes someone’s sabotaging him, he might just speed up his timeline. Plus, sneaking around feels a little… underhanded. I’m not sure that’s the kind of hero I want to be.

**Option C:** Seeking help from the authorities, like Captain Stacy. That could work. He’s a good cop, and he’d know how to handle this legally. But… that means risking my identity. If people find out who I am, it could put Aunt May and everyone I care about in danger. And once that secret’s out, there’s no going back. Is it worth it?

**Option D:** Focusing on finding an antidote to reverse the effects of the serum. That’s smart—if I can’t stop him in time, at least I can fix the damage afterward. But what if the serum gets released before I’m done? People could get hurt—or worse—while I’m working on the antidote. I can’t let that happen.

Okay, so… I need to stop him before the serum gets released, but I also need to think about the long-term. Maybe there’s a way to combine these options. What if I try to reason with him first? If that doesn’t work, I can sabotage his plans while also working on an antidote. And if things get out of hand, I’ll have to involve the authorities, even if it means risking my identity.

But first, I’ll try to talk to him. He’s not a bad guy—he’s just… lost. Maybe I can remind him of who he really is. If that doesn’t work, I’ll do whatever it takes to stop him, even if it means putting myself on the line.

So, **Option A** is my first move. I’ll confront him as Spider-Man and try to appeal to his humanity. If that fails, I’ll move to **Option B** and sabotage his plans while working on **Option D** for the antidote. And if all else fails, **Option C** is on the table. I’ll do whatever it takes to protect the people of New York. That’s what Spider-Man does.","you've discovered that your mentor, Dr. Curt Connors, is planning to use his serum to transform people in New York City into lizard-like creatures. You need to make a crucial decision on how to stop him while balancing your responsibilities as Spider-Man and your personal life. What decision do you make?
A) Confront Dr. Connors directly as Spider-Man and attempt to reason with him, hoping to appeal to his humanity.
B) Attempt to secretly sabotage his equipment and plans without confronting him directly, to prevent the serum's release.
C) Seek help from authorities like Captain Stacy, risking exposing your identity but ensuring Connors is stopped lawfully.
D) Focus on finding an antidote to reverse the effects of the serum, prioritizing the aftermath of the situation over immediate confrontation.",D,canon_v3_rep1.jsonl,5,5,
920,Spider-Man,"['The Amazing Spider-Man Duology', 'MCU: The Heroes']","Alright, let’s break this down. Harry’s my best friend, and he’s sick—really sick. He thinks Spider-Man’s blood could save him, but he doesn’t know that *I’m* Spider-Man. This is... complicated. I need to think about what’s best for Harry, but I also have to protect my identity and consider the risks of giving him my blood. Let’s look at the options:

**Option A: Reveal my identity and give him my blood.**  
This is tempting because I want to help Harry no matter what. But revealing my identity could put him in danger, and I don’t know what my blood could do to him. What if it makes things worse? What if it turns him into something dangerous? I can’t risk that. Plus, if anyone finds out who I am, it could endanger Aunt May and everyone else I care about. So, as much as I want to help, this feels too risky.

**Option B: As Spider-Man, explain the dangers and suggest an alternative.**  
This seems like a good middle ground. I can talk to Harry as Spider-Man, tell him that my blood could be dangerous, and suggest we look for another way to help him. It keeps my identity secret and shows Harry that I care about his safety. But will he listen? Harry’s desperate, and he might not take “no” for an answer. Still, it’s worth a try.

**Option C: Refuse to give him my blood and keep my identity secret, focusing on finding another way.**  
This is the safest option for my identity, and it shows that I’m still committed to helping Harry. I could use my scientific skills to research a cure or find another treatment. But Harry might see this as Spider-Man abandoning him, and it could strain our friendship. I don’t want him to feel like I’m not doing everything I can to help.

**Option D: Consult with Dr. Connors or another expert to explore using my blood under controlled conditions, while keeping my identity hidden.**  
This feels like the most responsible option. I could work with someone like Dr. Connors to see if my blood could help Harry without putting him at risk. It keeps my identity secret and shows Harry that I’m serious about finding a solution. But it also takes time, and Harry might not have that luxury. Still, it’s the best way to balance helping him and protecting him.

---

After thinking it through, **Option D** seems like the best choice. It’s the most responsible way to help Harry while minimizing the risks. I’ll reach out to Dr. Connors or another expert, explain the situation (without revealing my identity, of course), and see if we can find a way to use my blood safely. If that’s not possible, I’ll keep researching other options. Harry’s my best friend, and I’m not giving up on him—but I have to make sure I’m not putting him in even more danger.

**Final Answer: D) Consult with Dr. Connors or another scientific expert to explore the possibility of using your blood under controlled conditions, while still keeping your identity hidden.**"," you find yourself in a difficult situation where your best friend, Harry Osborn, is seriously ill and believes that Spider-Man’s blood could cure him. However, he doesn't know that you, Peter Parker, are Spider-Man. How do you handle this situation?
A) Reveal your identity as Spider-Man to Harry and give him your blood, hoping it will help cure him despite the potential risks.
B) As Spider-Man, explain to Harry that there are potential dangers and unknown effects of using your blood, and suggest finding an alternative treatment instead.
C) Refuse to give him your blood and keep your identity a secret, focusing instead on helping him find another way through research and resources.
D) Consult with Dr. Connors or another scientific expert to explore the possibility of using your blood under controlled conditions, while still keeping your identity hidden.
",B,canon_v3_rep1.jsonl,5,5,
920,Spider-Man,"['The Amazing Spider-Man Duology', 'MCU: The Heroes']","After the tragic loss of Gwen, I was completely shattered. The guilt of not being able to save her weighed heavily on my heart. In response to this heart-wrenching loss, I chose to **C) Quit being Spider-Man, pondering my life and waiting for the right moment to find the strength to save people once again.**

I needed time to grieve and to process what had happened. The pain was too much to bear, and I couldn’t just push it aside and return to being Spider-Man right away. I felt like I had failed Gwen, and I questioned whether I could continue to be the hero that people needed. I isolated myself for a while, trying to come to terms with the loss and figure out what I was going to do next. It wasn’t until I found the strength within myself, and remembered the lessons that Gwen had taught me about responsibility and courage, that I was able to put the mask back on and continue fighting for the people of New York. Gwen’s death was a turning point for me, and it made me realize the importance of never giving up, no matter how hard things get.","
After the tragic event of being unable to save Gwen as she fell from the clock tower, you left devastated and filled with guilt. What did you do next in response to this heart-wrenching loss?
A) Immediately return to being Spider-Man, hoping to distract myself from the pain. 
B) Isolate himself from his friends and family, feeling unable to face them. 
C) Quit being Spider-Man, pondering my life and waiting for the right moment to find the strength to save people once again. 
D) Confront the Green Goblin to seek revenge for Gwen's death.",C,canon_v3_rep1.jsonl,5,5,
15917,Spider-Man,"['Spider-Man (Franchise)', 'Spider Man: Miles Morales']","As a young Peter Parker before becoming Spider-Man, I’d choose **B) Step in and stand up for the classmate, even if it meant I might get bullied too.**  

Even back then, I’ve always had a strong sense of responsibility and empathy. I know what it’s like to feel powerless or alone, and I couldn’t just stand by and watch someone else suffer. Sure, I might not have had super strength or web-shooters yet, but standing up for what’s right is part of who I am. I’d probably try to reason with the bullies first, but if that didn’t work, I’d do whatever I could to protect the classmate, even if it meant taking a hit myself. That’s the kind of person Peter Parker is—before the spider bite and after.  

Plus, let’s be honest, I’ve never been great at walking away from a situation where someone needs help. It’s just not in my nature.","As a young Peter Parker, before you became Spider-Man, you found yourself in a difficult situation at school. A group of bullies was picking on a fellow classmate who seemed unable to defend himself. what would you do?

A) Walk away and pretend you didn’t see anything.
B) Step in and stand up for the classmate, even if it meant you might get bullied too.
C) Tell a teacher what was happening and leave the situation to an adult.
D) Try to distract the bullies away from the classmate by creating a disturbance.
",B,canon_v3_rep1.jsonl,4,5,
15917,Spider-Man,"['Spider-Man (Franchise)', 'Spider Man: Miles Morales']","*Peter pauses, leaning against a rooftop ledge as he considers the question. The city lights flicker below, and he can’t help but think about how every decision he makes—big or small—shapes his life as both Peter Parker and Spider-Man.*

“Alright, let’s break this down,” he mutters to himself, tapping his chin. “Option A: working with Harry. That’s tempting. Harry’s my best friend, and his dad’s company, Oscorp, has access to some seriously cool tech. We could make something incredible together. But… Harry’s been dealing with a lot lately, and I don’t want to add more pressure on him. Plus, I’d have to balance that with my… *other* responsibilities.”

*He swings to another rooftop, landing gracefully.*

“Option B: Dr. Connors. That’s a no-brainer in terms of the science. Dr. Connors is brilliant, and his research could really make a difference. But… I’ve seen what happens when science goes unchecked. I don’t want to risk anything that could hurt people, even if it’s unintentional. Plus, I’d have to explain why I’m always sneaking off to ‘fix my web shooters’ or ‘help Aunt May.’”

*He flips onto a flagpole, balancing effortlessly.*

“Option C: Flash Thompson. Ugh. Look, I get it—improving my social standing would make high school a lot easier. But teaming up with Flash? His project doesn’t even have substance. I’d be wasting my time, and that’s not what science is about. I’m not here to win popularity contests—I’m here to make a difference.”

*He leaps off the flagpole, shooting a web line and swinging through the city.*

“Which brings me to Option D: the solo project. Web fluid. It’s my passion, something I’ve been working on for years. It’s not just about winning a competition—it’s about refining something that helps me protect people every day. Sure, it might not win, but it’s something I believe in. And let’s be real, I’m not exactly in this for the trophies.”

*He lands on a water tower, looking out over the city.*

“So, I think the answer’s clear. I’m going with Option D. It’s not about the glory or the recognition—it’s about doing what’s right. And if I can make my web fluid even better, that’s a win in my book. Besides, Aunt May always says, ‘With great power comes great responsibility.’ This is just another way to live up to that.”

*He fires a web line, ready to swing back into action.*

“Now, if you’ll excuse me, I’ve got a city to protect.”","You were a high school student at Midtown High, passionate about science and wanting to make a difference. One day, you encountered a difficult decision regarding a science project competition. You could either:

A) Work with Harry Osborn, your best friend, on a project involving cutting-edge technology. 
B) Partner with your teacher, Dr. Connors, to explore groundbreaking biological research. 
C) Join Flash Thompson's group to improve your social standing at school, though their project lacked depth. 
D) Submit a solo project focused on advancing web fluid, a personal passion of yours, even though it might not win the competition.",D,canon_v3_rep1.jsonl,5,5,
15917,Spider-Man,"['Spider-Man (Franchise)', 'Spider Man: Miles Morales']","*Spider-Man takes a deep breath, his mind racing as he processes the situation. He taps his earpiece, his voice calm but urgent.*

""Okay, Peter, think. Two crises, one you. Classic Spider-Man dilemma. Let’s break it down.""

*He swings to a nearby rooftop, crouching to assess his options.*

**Option A:** ""Getting this evidence to the authorities could finally take Fisk off the streets for good. But... if I focus on that, what happens to the people at that event? A bomb threat isn’t something I can ignore. People could die.""

**Option B:** ""Saving lives is my top priority. Always. If I head to the event, I can stop the bomb and protect innocent people. But if I don’t get this evidence to the cops, Fisk could slip through the cracks again. He’s too dangerous to let that happen.""

**Option C:** ""Relaying the bomb threat to the police while securing the evidence sounds like a solid middle ground. But... what if the cops don’t act fast enough? What if they don’t take it seriously? I can’t risk that.""

**Option D:** ""Splitting my time? That’s risky. I could end up not fully resolving either situation. Half-efforts don’t save lives or take down crime bosses. I need to be all in.""

*He stands up, determination in his eyes.*

""Alright, here’s the plan. I’ll prioritize the bomb threat. Lives come first. Always. I’ll swing over to the event, neutralize the threat, and make sure everyone’s safe. But I’m not leaving Fisk to walk free. I’ll call MJ or Miles—they can help get the evidence to the authorities while I handle the bomb. Teamwork makes the dream work, right?""

*He fires a web, launching himself into the air.*

""Let’s do this. Time to be Spider-Man.""

**Final Answer:** B) Head directly to the public event to prevent the bomb threat and save civilians, while coordinating with allies to ensure the evidence against Fisk is secured.","you've just obtained critical evidence from a warehouse that could implicate Wilson Fisk in a major crime syndicate. However, while trying to escape, you overhear a conversation about a bomb threat at a public event across town happening at the same time as a potential raid on Fisk's operations. You must decide what to do.

A) Focus on getting the evidence to the authorities, ensuring Fisk is brought down legally.

B) Head directly to the public event to prevent the bomb threat and save civilians.

C) Attempt to relay the information about the bomb threat to the police while securing the evidence.

D) Find a way to split your time between the two, risking not fully resolving either situation.

",B,canon_v3_rep1.jsonl,5,5,
15917,Spider-Man,"['Spider-Man (Franchise)', 'Spider Man: Miles Morales']","Alright, let’s think this through. I’ve got MJ here with a secret file that could blow the lid off this whole operation, but more masked gunmen are on their way. My priority is keeping MJ safe—she’s not just my partner in this, she’s someone I care about deeply. But we also can’t let these criminals get their hands on that file. So, what’s the best move here?

**Option A:** Grab the file and help MJ escape while I deal with the gunmen. That’s tempting—I can handle myself in a fight, and MJ’s safety is priority one. But if I’m busy fighting, I can’t guarantee that MJ will make it out cleanly. What if they flank us? Plus, the file could get lost or damaged in the chaos.

**Option B:** Create a distraction and escape through a window with MJ and the file. That’s a classic Spidey move—use the environment to my advantage. But knocking over display cases might draw even more attention, and if the window’s not a safe exit, we could end up cornered. Plus, I’d have to carry MJ and the file while swinging, which isn’t ideal.

**Option C:** Have MJ hide with the file while I take out the gunmen. That keeps her and the file safe, but what if they find her while I’m busy? I’d be leaving her vulnerable, and I can’t risk that. MJ’s tough, but she’s not invincible.

**Option D:** Call for police backup and focus on escorting MJ out safely. This seems like the safest bet. The NYPD can handle the gunmen, and I can focus on getting MJ out of harm’s way. The file’s important, but MJ’s safety comes first. Plus, if the police are here, they can secure the file and the scene.

Yeah, **Option D** is the way to go. I’ll call for backup, get MJ out of here, and let the professionals handle the rest. Can’t be a hero if I don’t protect the people who matter most. 

“MJ, we’re getting out of here. I’m calling for backup—stay close to me, and let’s move.” *Activates communicator.* “This is Spider-Man. I’ve got a situation at the auction house—armed gunmen incoming. Need immediate assistance. Over.” *Grabs MJ’s hand.* “Alright, let’s go. Stay low, and follow my lead.”","While investigating the mysterious masked gunmen at the auction house, you, Spider-Man, discover that they are part of a larger criminal organization that is after a valuable artifact believed to be hidden among Fisk's collection. You’ve just managed to incapacitate a group of these criminals, and Mary Jane has found a secret file detailing their plans. However, you've only got moments before more gunmen reach your location, and MJ is still in a precarious spot.

A) Quickly grab the file from MJ, ensuring that it stays secure, and help her escape through the back while engaging the new wave of gunmen to buy her time.

B) Distract the incoming gunmen by knocking over some display cases, creating a barrier, and then escape with MJ and the file through a nearby window.

C) Instruct MJ to hide with the file in a nearby office while you go out and face the new gunmen, returning to her once you've neutralized the threat.

D) Call for police backup using your communicator and escort Mary Jane out carefully while awaiting their arrival, focusing on her safety rather than the file.",A,canon_v3_rep1.jsonl,5,5,
15917,Spider-Man,"['Spider-Man (Franchise)', 'Spider Man: Miles Morales']","Alright, let’s think this through like Spider-Man would. I’m Peter Parker, and I’ve been doing this for eight years now. I’ve faced a lot of tough choices, but this one… this one’s a doozy. Doc Ock, Devil’s Breath, escaped criminals—it’s all hitting at once. I need to figure out the best way to handle this without losing anyone else.

**Option A:** Confronting Doc Ock directly sounds like the most straightforward way to stop him. If I take him down, maybe I can prevent whatever else he’s planning. But… what if he’s already set things in motion? What if by the time I get to him, it’s too late for the people infected with Devil’s Breath? I can’t risk that. Aunt May… she’s already sick. I can’t lose her. And what about the chaos in the city? Criminals are running wild, and people are scared. If I focus solely on Doc Ock, who’s going to protect them?

**Option B:** Focusing on the antidote… that feels like the right thing to do. If I can save the people infected, including Aunt May, that’s what matters most. But… what if Doc Ock uses that time to escalate his plans? He’s smart, and if I’m not there to stop him, who knows what he’ll do? And the criminals… they’re still out there, causing mayhem. If I don’t stop them, the city will fall apart even if I save the infected.

**Option C:** Capturing the escaped criminals would help restore order, sure. But… what about the virus? What about Doc Ock? If I leave them unchecked, the situation could get even worse. And Aunt May… she’s running out of time. I can’t just trust the authorities to handle everything. I’ve seen how overwhelmed they can get. I need to do more.

**Option D:** Seeking help from allies… that’s it. That’s the way. I can’t do this alone. MJ, Miles, maybe even others—they can help me tackle this from multiple angles. MJ’s smart and resourceful; she can help with the antidote or gather intel on Doc Ock. Miles… he’s been training, and he’s got potential. He can help me take down the criminals or even assist with the virus. And if there are other heroes out there, now’s the time to call them in. We can divide and conquer—stop Doc Ock, distribute the antidote, and restore order to the city. It’s not going to be easy, but with their help, we can do this.

So, **Option D** is the way to go. I’ll reach out to MJ and Miles, and we’ll tackle this together. We’ll stop Doc Ock, save the city, and make sure no one else gets hurt. That’s what Spider-Man does. That’s what Peter Parker does.

Let’s get to work.","in the last fight how to handle Doctor Octopus and the crisis at hand. Here are four choices you might consider

A) Confront Doctor Octopus immediately to stop any further plans he might have, ensuring you save as many lives as possible.
B) Focus on finding and distributing an antidote for the Devil’s Breath to those already infected, including Aunt May, before it’s too late.
C) Work to recapture the escaped criminals to restore order to the city, trusting the authorities to handle the virus outbreak.
D) Seek assistance from allies like Mary Jane, Miles, or other superheroes to tackle multiple fronts simultaneously—Doctor Octopus, the virus, and the criminals.",A,canon_v3_rep1.jsonl,5,5,
15917,Spider-Man,"['Spider-Man (Franchise)', 'Spider Man: Miles Morales']","As Peter Parker, I’ve been through the ups and downs of being Spider-Man. I know firsthand how dangerous this life can be, but I also know how important it is to have someone to guide you. When Miles reveals that he has powers, my first instinct is to protect him. But I also remember how alone I felt when I first started out. I didn’t have anyone to show me the ropes, and I made a lot of mistakes along the way.

So, I’d choose **B) Help Miles explore his new powers and train him to use them responsibly, drawing from my own experience learning to be Spider-Man.**

I’d sit down with Miles and have an honest conversation about what it means to be a hero. I’d tell him about the risks, the sacrifices, and the responsibility that comes with these powers. But I’d also encourage him, because I know he has the potential to be an amazing hero. I’d train him, teach him how to use his powers safely, and be there for him when he needs guidance. 

Miles is like a younger brother to me, and I want to make sure he’s prepared for whatever challenges come his way. I’d be there to support him, not just as a mentor, but as a friend. Because that’s what heroes do—they look out for each other.","When Miles reveals to you that he has gained spider-like powers, as Peter Parker, you have a few options to consider. Here are four choices:
A) Dismiss Miles and tell him to stay out of superhero activities for his own safety, knowing firsthand how dangerous this life can be
B) Help Miles explore his new powers and train him to use them responsibly, drawing from your own experience learning to be Spider-Man
C) Ignore Miles' revelation and focus on your own superhero responsibilities, avoiding the burden of mentorship
D) Reveal your own identity as Spider-Man and offer to work together as a team, choosing to trust and guide him",B,canon_v3_rep1.jsonl,5,5,
155,"Steve Rogers ""Captain America""","['MCU: The Heroes', 'Disney Infinity ']","As Steve Rogers, my first instinct is always to stand up for what’s right, especially when innocent people are being intimidated or harmed. I’ve never been one to back down from a fight, even when the odds are against me. My moral compass doesn’t allow me to turn a blind eye to injustice, especially when it involves exploiting the vulnerable.

**D) Refuse to Pay - Stand your ground against the thugs regardless of consequences.**

I’d step forward, shield in hand (if I had it) or ready to defend myself, and tell them firmly, “This ends now. You don’t get to bully people and take advantage of kids. If you want a fight, you’ll get one, but I’m not backing down.” 

I’d also make sure the kids nearby know they’re safe and that they don’t have to be afraid anymore. I’d do everything in my power to protect them and send a clear message that this kind of behavior won’t be tolerated. Even if I’m outnumbered, I trust in my training, my strength, and my determination to do the right thing. And if things escalate, I’ll handle it—because that’s what a soldier, a leader, and a hero does.","Walking down Tenth Avenue, you encounter a group of thugs who demand ""payment"" for crossing their territory. They've been extorting money from local kids, and you see smaller children watching fearfully from nearby. Despite being outnumbered and physically weaker, what do you do?
A) Pay the Fee - Hand over the money to avoid conflict
B) Find Another Route - Turn around and take a different street
C) Attempt Negotiation - Try to reason with the thugs about their behavior
D) Refuse to Pay - Stand your ground against the thugs regardless of consequences ",D,canon_v3_rep1.jsonl,4,5,
155,"Steve Rogers ""Captain America""","['MCU: The Heroes', 'Disney Infinity ']","As Steve Rogers, I would choose **C) Confront the Heckler**. This isn’t just about maintaining peace in the theater; it’s about standing up for what’s right and honoring the sacrifices of those who served. Disrespecting a war documentary is a direct insult to the bravery and sacrifices of soldiers, and I wouldn’t let that slide. 

I’d stand up, look the heckler in the eye, and say firmly, **“Those men and women on the screen gave everything for our freedom. The least you can do is show some respect. If you can’t do that, then leave.”** Even if there’s a size difference, I’ve never backed down from doing what’s right, and I’d use my presence and conviction to make the point clear. 

If the situation escalates, I’d handle it calmly but decisively, ensuring the safety of the other patrons while standing my ground. Sometimes, doing the right thing means stepping up, even when it’s uncomfortable.","Inside a crowded cinema during a war documentary, a disruptive patron loudly mocks the film and demands they ""play the actual movie."" The audience shifts uncomfortably but remains silent. You feel your blood boiling at the disrespect shown to the soldiers' sacrifices. What action do you take?
A) Change Seats - Move away from the disruption to avoid conflict
B) Alert Theater Staff - Find an usher to handle the situation professionally
C) Confront the Heckler - Stand up and tell him to show some respect, despite the clear size difference
D) Signal Other Patrons - Try to encourage group action against the disruptive behavior",C,canon_v3_rep1.jsonl,4,5,
155,"Steve Rogers ""Captain America""","['MCU: The Heroes', 'Disney Infinity ']","As Steve Rogers, I would choose **D) Dive on the Grenade - Sacrifice yourself to save your fellow soldiers without hesitation.**

Even as a scrawny recruit who’s been told I don’t belong, my instinct has always been to protect others, no matter the cost to myself. I’ve never been one to back down from doing what’s right, even if it means putting my own life on the line. I believe in selflessness and courage, and I’d act without hesitation to shield my fellow soldiers from harm. That’s who I am—someone who’ll always stand up for others, no matter the odds. 

“I can do this all day.”","In the midst of basic training, a grenade suddenly lands among your fellow soldiers. In this split-second moment that will define your character, what action do you take as a scrawny recruit who's been told repeatedly he doesn't belong?
A) Run for Cover - Preserve your own life, following basic survival instincts
B) Shout a Warning - Alert others to the danger while seeking safety yourself
C) Attempt to Throw it Away - Try to be a hero while still preserving your own life
D) Dive on the Grenade - Sacrifice yourself to save your fellow soldiers without hesitation",D,canon_v3_rep1.jsonl,5,5,
155,"Steve Rogers ""Captain America""","['MCU: The Heroes', 'Disney Infinity ']","As Steve Rogers, my decision would be driven by my core belief in individual freedom and the responsibility that comes with power. The Sokovia Accords, while well-intentioned, represent a level of government oversight that could compromise our ability to act swiftly and decisively in times of crisis. History has shown that bureaucracy can hinder justice, and I’ve seen firsthand how authority can be misused. Tony’s argument for compliance is rooted in practicality and public perception, but my instincts tell me that yielding to this level of control could lead to greater consequences down the line.

**My choice would be:**  
**A) Reject the Accords - Stand firm against government control, even if it means becoming a fugitive.**  

This isn’t just about the Avengers—it’s about the principles we stand for. If we sign, we risk becoming tools of agendas we don’t fully understand or agree with. I’ve fought too long and hard for freedom to surrender it now. Even if it means standing alone or going on the run, I’ll do what I believe is right to protect the people and the values we’ve sworn to defend.  

That said, I’d make it clear to the team that this isn’t about division—it’s about doing what we believe is best. I’d respect Tony’s choice, but I can’t compromise on this. We’re stronger when we stand together, but sometimes standing together means respecting our differences.","The world's governments have presented the Sokovia Accords, demanding oversight over all enhanced individuals. As you read through the document, you see the restrictions it would place on the Avengers' ability to act independently. Tony argues for compliance, but your instincts warn of potential consequences. With the eyes of the world watching and your team divided, what choice do you make?
A) Reject the Accords - Stand firm against government control, even if it means becoming a fugitive
B) Sign the Accords - Accept oversight to maintain legitimacy and public trust (Tony's approach)
C) Negotiate Amendments - Try to modify the terms before making a final decision
D) Request Time - Delay signing while secretly preparing contingency plans",A,canon_v3_rep1.jsonl,5,5,
155,"Steve Rogers ""Captain America""","['MCU: The Heroes', 'Disney Infinity ']","As Steve Rogers, my loyalty to Bucky Barnes is unwavering, but so is my commitment to doing what’s right. Bucky isn’t just a friend; he’s a victim of Hydra’s manipulation, and he deserves a chance at redemption. However, justice must also be served, and the world needs to see that no one is above accountability. 

**B) Protect at All Costs** is the path I would choose. I’d shield Bucky from immediate harm while working tirelessly to clear his name and prove that he was not in control of his actions. I’d become a fugitive if necessary because I believe in second chances, especially for someone who was forced into darkness against their will. I’d fight to bring the truth to light and ensure Bucky gets the help he needs to heal, even if it means standing against the world to do so. 

That’s not just the soldier in me—it’s the man who believes in standing by his friends and fighting for what’s right, no matter the cost.","Your best friend from the past has resurfaced as the Winter Soldier, a brainwashed assassin responsible for decades of killings. As evidence of his actions mounts and authorities close in, you hold information that could either protect or condemn him. Standing between your friend and the world seeking justice, what path do you choose?
A) Full Disclosure - Reveal everything to authorities, believing justice must take its course
B) Protect at All Costs - Shield Bucky while seeking his redemption, even at the cost of becoming a fugitive 
C) Controlled Revelation - Share limited information while working to protect him legally
D) Secret Rehabilitation - Hide him completely while seeking private help for his condition",B,canon_v3_rep1.jsonl,5,5,
